,Fp1-DELTA,Fp1-THETA,Fp1-ALPHA,Fp1-BETA,Fp1-Gamma,Fp2-DELTA,Fp2-THETA,Fp2-ALPHA,Fp2-BETA,Fp2-Gamma,F3-DELTA,F3-THETA,F3-ALPHA,F3-BETA,F3-Gamma,F4-DELTA,F4-THETA,F4-ALPHA,F4-BETA,F4-Gamma,F7-DELTA,F7-THETA,F7-ALPHA,F7-BETA,F7-Gamma,F8-DELTA,F8-THETA,F8-ALPHA,F8-BETA,F8-Gamma,P7-DELTA,P7-THETA,P7-ALPHA,P7-BETA,P7-Gamma,P8-DELTA,P8-THETA,P8-ALPHA,P8-BETA,P8-Gamma,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,id,category,label_h,label_e,label_x,label_a,label_c,label_o
22,-122.25289969682646,-113.01825660859467,-116.24805861269817,-117.15182803263019,-118.80665946507685,-119.47822696420192,-120.2896689313733,-121.14871620528318,-122.94855981857063,-123.4184194819285,-124.70450683169801,-125.96930354419368,-126.3820571649361,-127.74111196259453,-125.64624790242559,-123.43662915578275,-126.16730006634208,-129.94548621841554,-131.7494143254734,-132.0561393478136,-130.4669738535475,-130.738209945715,-130.44901355341844,-129.80743744822527,-126.47754203599634,-116.45155581619088,-116.0443059197417,-126.10788858351722,-130.9957591497639,-131.97673422720936,-133.46572537972855,-133.443414715197,-134.40904019081668,-134.13619001095964,-134.69100943039837,-133.49190160242628,-133.5991102958538,-134.44622007520837,-134.69365151701948,-136.777174777791,-136.5256388244614,-136.8224876568152,-136.80373950839396,-136.24088234336577,-136.20234873972402,-136.56877957887215,-137.56908571069073,-137.65850286065725,-137.90865358822367,-137.17853126387934,-138.06643029233817,-140.46646115296608,-141.17592778108568,-139.38173560238565,-138.90466763306986,-140.65123645726067,-141.27060090637463,-140.988528445153,-142.18892372819718,-142.4145423801082,-142.9162048162826,-141.6959634724899,-143.15581800909027,-142.36219900093386,-144.08433257978965,2,2,1.0,0.0,0.0,0.0,0.0,0.0
23,-120.4009085887788,-103.80267212937687,-109.09787291384433,-113.85741334610668,-118.88290979693707,-116.5922083045387,-118.16248193119905,-121.08258256409302,-123.05405103552809,-123.85818591134792,-123.32506794427943,-124.66658787721643,-125.57361389495685,-127.39219603897058,-124.64418333210969,-122.71113158028591,-126.98405370111388,-127.99333228535733,-130.06474062499126,-129.95103360500644,-130.85027507907978,-131.5912611145123,-130.91066431088723,-132.35933661937284,-129.9863973790412,-132.12663489281874,-133.89877445267757,-132.89468344762443,-131.9650394630004,-132.75964052559843,-133.32064763769662,-132.75597969670366,-133.89735821580945,-132.8956844471674,-133.78294614238155,-133.61527272002485,-134.1358352629394,-135.57949077861045,-135.52125254014564,-134.54540781835553,-134.81989950425884,-136.83161428438063,-136.61629356521485,-137.62610497480728,-138.03395045521734,-137.6355523400005,-138.4306917124766,-138.13898130733696,-137.9707527831476,-139.36046336739926,-140.59224813293562,-141.36452905620868,-139.35286073335863,-140.01037044182198,-140.70715669049238,-138.65910047543318,-140.00463888902112,-140.8601875576543,-141.1187232783637,-140.2417888353011,-140.94177047266803,-142.46387989175435,-140.27461889671986,-139.48045422198447,-144.9795865699689,2,2,1.0,0.0,0.0,0.0,0.0,0.0
24,-110.08964443748687,-101.14645834960307,-104.10488282690552,-108.6205138972501,-113.47240124182498,-116.96842414928568,-119.32544521166835,-121.25778195113135,-121.7668795207884,-123.40014869132241,-122.97546820873595,-123.197549984546,-123.15578866247381,-125.03830873515423,-125.24742741142174,-123.81733283577132,-127.29434836158909,-128.39316023891917,-128.40391956758924,-129.23668883059204,-127.94711742852535,-129.45021893008163,-131.0062775204167,-131.0492749617634,-130.98150834120366,-131.62104401149713,-132.8888869656253,-130.67308653293844,-131.7333490472759,-132.97646687766823,-131.29487409537623,-131.17036281290092,-132.15689528202878,-133.48457278744536,-133.2019390873051,-134.0452880522643,-133.50465389504942,-132.5739518437601,-131.9467014652071,-135.91071787815704,-136.33962528832618,-135.31490348407385,-135.36217795660144,-135.30723245812675,-135.6234156972359,-136.17111139551713,-136.69493556970417,-136.9861778263613,-137.5402076634651,-138.11113401236994,-136.74415609276116,-139.88962335307122,-138.7435527926082,-139.3520013039681,-138.303292864058,-139.3111110108762,-139.35876983870327,-140.60680692964314,-141.52431581764313,-142.03482035490833,-141.44020489597526,-140.66562793093613,-139.77750811247637,-140.9378667424448,-144.20200823178843,2,2,1.0,0.0,0.0,0.0,0.0,0.0
25,-105.06701028577336,-99.04981902268766,-101.28550466728049,-109.74932917451733,-117.58760099980873,-117.99485304208217,-120.22097649502378,-121.6966154861415,-121.81001249035378,-122.47907458221817,-122.94997011144021,-123.00835846859813,-124.90695289768297,-126.2936694426618,-124.7791862095008,-122.19437003264835,-126.10145872757178,-128.34518735000498,-130.2574314005087,-129.70219806364344,-130.20624269295007,-132.1606646274773,-131.5234154047847,-131.5761162321925,-132.35991026087706,-133.3871592277157,-132.49664163132795,-130.95089064707398,-132.7652964165006,-132.79071766837444,-132.79282073619618,-132.9916078349151,-132.04655190273058,-133.03994507808767,-133.62619104645066,-133.09426841789562,-135.16953077550073,-136.08271595665127,-137.23995457015192,-136.9298405777414,-136.2503640410886,-135.83518014238166,-134.47264266241427,-134.61601949540693,-135.9937250642094,-136.74179562446463,-137.77329239167386,-138.59549871986775,-138.0513209181313,-140.3317781265437,-139.96344305548962,-140.95661645038967,-141.00791175757917,-139.98225891384823,-140.066905111854,-141.91889415230466,-140.13545679295373,-139.25628115106582,-140.48945406483415,-142.059229935146,-142.5353521243482,-142.96835619691547,-142.7821856631179,-139.93739003424497,-142.79268496739883,2,5,1.0,0.0,0.0,0.0,0.0,0.0
26,-106.75226548430153,-102.26581551765096,-113.90085293689852,-119.125869476959,-117.49007389699463,-118.15454675672676,-121.46381805969125,-122.1030149075062,-122.81639057006635,-123.01490702751215,-123.4537730893228,-124.35753273668546,-125.97864548278335,-125.32724104483361,-123.2354371752457,-120.41892327386229,-126.07289619661898,-127.6046955625088,-127.9002879647976,-128.64969795109425,-128.72150941194062,-130.3605950798381,-130.9337688592392,-129.80304799140154,-130.05087384526735,-132.0219804294487,-133.59975455353623,-133.1143155755223,-132.52225588840125,-133.19635244085583,-132.02222049208135,-131.8592861526351,-132.7686300684338,-134.11716894638758,-133.08472288354722,-134.1296135807727,-133.67447067023983,-134.9890807134285,-135.76829341591977,-133.4511711584824,-134.3781813579095,-136.3846086693722,-135.64833638831115,-136.2225558842227,-136.7584654718333,-137.60246311446923,-136.74581445874838,-138.3596245837865,-137.5868891620418,-137.78761527577217,-138.23881030883837,-139.31686945170634,-139.84259283577117,-139.78368292948895,-139.45594906133525,-139.3857951183599,-140.18266826168454,-141.60660655923596,-141.4145572358371,-140.6080860527812,-142.42789820190137,-140.3821935271844,-140.78527156966123,-143.3681909784736,-145.48477173525976,2,5,1.0,0.0,0.0,0.0,0.0,0.0
27,-117.65971908783433,-99.26716610261965,-104.63365854770727,-116.10221931844863,-118.569320538721,-117.5173960207425,-119.31612187486124,-121.98781486022753,-122.46418078093998,-124.40606737221677,-124.77671171305948,-125.87006566472789,-127.19912565501758,-126.78309864277065,-125.78427363346427,-123.70508878106422,-125.54905648675869,-128.1192933401257,-128.32491508678373,-128.74456871600134,-131.4567935759234,-131.0157551443573,-130.99410318565333,-130.34794048575617,-130.69727723137572,-131.69205902521287,-134.12215900181977,-132.8458760338318,-134.63995408488427,-132.75810160484494,-132.26106968906953,-132.05562143854212,-132.93381142774882,-133.9935347798134,-133.54173201133523,-133.9160910778536,-134.17300112161448,-136.05355593447973,-135.42815580141325,-134.65534368783298,-136.19314055669724,-137.94096248255866,-137.01607400820774,-137.72774102620042,-137.39464303387234,-136.83090957859355,-137.48621618620413,-138.74738831206835,-138.76006523717723,-139.09500574431337,-139.21745560261928,-141.58205073495668,-141.32299755249275,-140.8721098391556,-140.2368451680981,-139.83669720654694,-142.61191269141085,-142.64542005762542,-142.05181689271058,-140.83773410679967,-141.78569857604597,-141.93630820460953,-141.41842734369723,-140.04025769888455,-142.54935785136067,2,5,1.0,0.0,0.0,0.0,0.0,0.0
28,-104.88123839364022,-96.18946435925875,-101.53810305519423,-113.86590321051182,-118.63659458590726,-116.91374714524322,-120.31323230402543,-123.2402164163763,-122.95922034214317,-123.94896947603478,-124.14836211274994,-125.00244118821075,-124.968358694426,-123.94274009770083,-125.19205288779153,-124.27702509931224,-127.16075104832265,-128.25757612087793,-129.04259692011829,-128.9809918994471,-128.6605321901823,-129.30850872594647,-130.16172065865078,-130.39696595161058,-129.9156174611128,-131.5925496061928,-132.1142090609373,-132.0271925576679,-131.20858030898407,-131.3785662386227,-132.19250078810975,-133.4852182887186,-133.2639955411628,-133.38252060074373,-132.5237445841601,-132.8100837506488,-133.4981568213348,-134.40525926559593,-133.36704332112188,-134.1794042680725,-136.0662396233694,-136.14171884684612,-135.72896788890353,-136.32236673028726,-135.81636331407364,-134.78518251907093,-135.8708253087412,-136.57347346398032,-137.9211811510002,-138.88600731673273,-139.06610356602334,-140.55749635513456,-139.94622028502258,-139.12908347295027,-139.2156576803476,-141.1649721817496,-139.5227963550813,-138.71835595405895,-140.53272660430198,-141.53606985731577,-141.27155101767744,-142.49103058740684,-141.3674075683233,-142.60896887017674,-148.01017082559434,2,5,1.0,0.0,0.0,0.0,0.0,0.0
29,-121.10284225162192,-112.2961356346782,-115.19466382669093,-118.57588485538365,-119.13305398955964,-116.46830941112525,-116.40348702338657,-121.29890666788258,-122.1155166614472,-124.0646417549938,-122.9577443936467,-122.74290524336811,-125.65981775577605,-126.168928843007,-124.50787516211889,-123.53376638192253,-126.78754090112906,-127.80143353154466,-129.5383394962149,-129.71936991435376,-131.0610860595327,-132.5087928380585,-132.42431181937152,-133.7235828595127,-132.3516932352553,-133.1786507055941,-133.39192741097762,-132.23739098205172,-133.5348088553265,-133.01701622420234,-133.94651669531444,-133.6658086842767,-133.59823147036536,-134.26193955952579,-134.8468069422515,-134.79705788453583,-135.53148221703648,-135.6475216406642,-137.13900422073448,-136.8168651127297,-136.75522077856806,-136.51457127586198,-136.80390341417865,-137.3862370304912,-138.13884907987182,-139.8805807060138,-139.21113014159113,-139.64284908438773,-139.6842257039583,-139.1073068355635,-139.3604637461304,-140.759210032419,-138.83748342656443,-141.28680400146516,-140.33713251487882,-141.43671231004492,-140.37994445283073,-141.46051830445205,-141.9063096280318,-142.5416651029998,-142.31734083632844,-142.50310528956624,-142.46389641187199,-142.3074845774369,-144.7226827102571,2,5,1.0,0.0,0.0,0.0,0.0,0.0
30,-108.6093953646407,-99.79544703087288,-103.167356491479,-112.29591795234208,-117.61491034254064,-117.33976161213965,-119.9453947633827,-122.46478613443603,-123.5890851290344,-123.77825097841489,-121.7710823781431,-123.94662776330182,-125.2882078958339,-123.88605888790671,-121.60425391592362,-121.87372413119638,-126.73739852535692,-128.60766138445425,-129.87502127593194,-130.3013278324416,-130.71720451766421,-130.93522360136015,-130.53370521596372,-129.01532964877075,-126.1450702893518,-112.5832031315828,-111.96146423662226,-121.75731351439765,-131.0993129066878,-130.2925150487363,-131.89764245383952,-131.68387809291494,-133.85707472035168,-135.4781570232859,-135.15927810982245,-134.2494428815795,-135.15605684806505,-135.95711867973108,-136.04869800830934,-136.24286834987242,-137.63862996022408,-135.59790733676064,-135.65453986528124,-137.0128927511433,-136.1617459605335,-137.6319647819412,-138.44118047751004,-138.89776834327,-138.41967052948968,-139.54897980209952,-138.96486984056835,-141.86403003295032,-139.75740203087653,-139.84039352126428,-138.57897790431497,-139.73462990140354,-141.16202060348542,-139.85722088999867,-140.77039628877597,-140.61095220688773,-142.57681265000863,-143.61709650688869,-142.99278535125688,-141.40806571151106,-143.49653329008348,2,2,1.0,0.0,0.0,0.0,0.0,0.0
31,-118.09468656757659,-103.0344785461308,-105.92141481496122,-111.975318160072,-117.66808779903215,-113.30244300974306,-114.57405240353344,-122.30302021432132,-123.30838186079262,-124.55795373867248,-123.15276981574368,-121.85709027832127,-125.00290592036754,-127.11438423907694,-125.65459094083042,-124.27325802458917,-126.22461776022973,-128.06671022082756,-129.85137945707214,-130.3006610295172,-129.40696583808605,-129.62834682875445,-130.37437227906958,-130.33226484975182,-130.57159458688625,-132.468041076994,-133.36466712964463,-131.23921873500382,-131.97706279228746,-133.38056364256448,-133.43937302526308,-134.14848033232244,-134.54621556817182,-135.36450589485432,-133.80803982630684,-134.99180810018794,-134.93807502140845,-134.64670559489915,-135.10490043581345,-135.30154980771005,-134.5636801441626,-135.74002812386792,-136.96433312664112,-137.59944448119901,-136.76167152987912,-137.50204861654873,-137.0749438081508,-137.53712919604317,-137.65210675301455,-137.47878631358742,-139.13708835533757,-141.0324466468076,-139.9174117320619,-139.28408707289984,-139.3465244611339,-139.8186495596643,-140.61909797439262,-142.31836414980478,-142.10264393266854,-141.52301476436116,-141.89297547067204,-142.10859318599847,-140.14722988988603,-142.5041585811495,-145.93606909862334,2,2,1.0,0.0,0.0,0.0,0.0,0.0
32,-118.07435563660187,-112.04713072954311,-114.3277961272729,-116.58155675521928,-119.0745238187906,-117.13464701198582,-118.88406549514798,-121.76072802869528,-122.69790528003762,-123.74545778556603,-124.74615962622113,-125.96956157792361,-125.82366027060806,-127.71637020790303,-125.62657233889128,-125.60245764426651,-128.10044348978846,-130.04719772692806,-130.94333448016522,-130.3576272386982,-130.90229369918995,-131.45530300316508,-132.8869338830135,-132.31550406187176,-130.78076822981805,-133.1511189401242,-133.98213431569098,-131.76584474981377,-132.36213517653792,-133.97049403013204,-132.37975130875742,-132.00163679300078,-133.42158748300545,-136.00261085702917,-134.37233309120955,-134.37745562312827,-134.4635655174677,-134.543049398278,-135.60903564240814,-136.4567951870404,-135.9689138213155,-136.47131989800369,-136.61353275463708,-138.28877415908488,-137.904133038326,-139.04829867620222,-139.2674910096202,-140.21416583256308,-139.179409896887,-138.4152083350793,-139.44739441832036,-142.24800773142024,-140.62859641393473,-141.23850970704797,-142.6912123743146,-141.88804039812393,-140.4660133713043,-140.80839845587727,-140.32811806500914,-141.56479988517924,-142.06211330016887,-141.69202962238285,-142.82903831468025,-142.23306001454515,-145.047184720409,2,2,1.0,0.0,0.0,0.0,0.0,0.0
33,-107.70165830341625,-100.14654155608225,-107.30443827330845,-115.68079019476357,-118.60087507873519,-116.67960525745626,-119.51756983578863,-121.44460004788976,-123.7351103826064,-124.14414150034021,-121.64283764251111,-123.84689748941523,-125.04243643627521,-125.48472479660336,-125.75143432410881,-125.71916295843657,-127.46215672411304,-128.174860460644,-129.76426356892813,-130.2616280059021,-131.08286011630037,-131.56081901668384,-131.1039548820181,-130.40601941186046,-130.5661022810281,-132.92707309604816,-134.66906694470487,-132.2611981563371,-133.629801631042,-134.41237852586565,-133.50677951709372,-133.18995169421117,-134.289191264471,-135.23162494803427,-135.01396094652983,-134.1657042360649,-134.15890847641566,-134.2076284629882,-134.5273390753714,-134.66736793108564,-134.3434802881722,-134.58840748248014,-134.1715351315685,-135.41538309067786,-136.34371060801269,-136.69326960853593,-136.82671312267263,-138.3616565719928,-139.3570977310168,-139.14278232599122,-139.5093468973132,-141.5740410919603,-140.378724158301,-141.67922978920907,-142.38629713251996,-142.1164096932945,-140.91160404701853,-141.20060948446627,-141.48655597899224,-143.23461961261228,-140.60570067334228,-141.51717659011575,-141.39914720007863,-142.28774775847552,-143.71505578739936,2,2,1.0,0.0,0.0,0.0,0.0,0.0
