,Fp1-DELTA,Fp1-THETA,Fp1-ALPHA,Fp1-BETA,Fp1-Gamma,Fp2-DELTA,Fp2-THETA,Fp2-ALPHA,Fp2-BETA,Fp2-Gamma,F3-DELTA,F3-THETA,F3-ALPHA,F3-BETA,F3-Gamma,F4-DELTA,F4-THETA,F4-ALPHA,F4-BETA,F4-Gamma,F7-DELTA,F7-THETA,F7-ALPHA,F7-BETA,F7-Gamma,F8-DELTA,F8-THETA,F8-ALPHA,F8-BETA,F8-Gamma,P7-DELTA,P7-THETA,P7-ALPHA,P7-BETA,P7-Gamma,P8-DELTA,P8-THETA,P8-ALPHA,P8-BETA,P8-Gamma,id,category,label_h,label_e,label_x,label_a,label_c,label_o
33,-77.00762833739356,-93.22406875482386,-98.58309705880222,-103.25344018742213,-118.0481727601669,-77.43976051660457,-93.60536010434713,-99.51782188057896,-105.3042256059912,-119.17433086157403,-83.58461668073069,-92.63864638603334,-96.87473986445877,-100.29035169645317,-119.00171271932803,-84.60463153119247,-93.71715252212883,-98.8140460865645,-102.02290350137113,-120.04334888340354,-81.21241631039764,-94.14146991451302,-97.14814265536047,-100.79061003418579,-116.88214538923776,-84.7221760636181,-96.3645900367272,-102.15271206330112,-105.1732643983702,-120.50943444678293,-88.97807324040429,-92.06575153429227,-93.64137607671701,-102.34092612299223,-117.23195632264968,-89.92090134770031,-93.44562967048758,-94.30354747300625,-102.76353468646298,-118.88162114896107,2,2,1.0,0.0,0.0,0.0,0.0,0.0
34,-79.6175357115343,-92.20756690138674,-96.82481253581994,-102.64740560753555,-119.13191896676008,-80.82411010926313,-93.59201328041932,-97.744489395268,-103.33045610212368,-121.17621822428544,-83.9491265869394,-91.68324162060857,-95.65961682816564,-100.41042071888661,-118.6261010380605,-86.56761741053194,-93.82144344615888,-97.60939446341625,-101.03495887730624,-120.79890544857982,-81.40821790646379,-91.53277382708393,-95.80539602862139,-100.49256690717729,-116.53436589827919,-87.21857081274358,-96.6284871361988,-99.77413253380108,-102.58984044188004,-121.205590159085,-86.88759624230946,-91.63586061907614,-95.53859824089983,-102.45666806487472,-117.39604717480667,-89.02030149159964,-91.80881867667706,-94.93894066821325,-102.79892702230576,-119.78277076722512,2,2,1.0,0.0,0.0,0.0,0.0,0.0
35,-78.63129900336149,-91.11902408616105,-97.11187325088274,-102.0475540700736,-119.16935419905977,-77.71849098581299,-91.4302036422845,-98.56309715316976,-102.7526527280406,-118.61822488944253,-84.55579802312768,-93.72355619049989,-96.75667083845408,-98.7369486733823,-118.26483197229756,-84.89108372647102,-93.91843839173097,-98.25170294635818,-99.73064976076076,-120.22133858662598,-84.52248202282858,-94.63891230786287,-97.84130876635233,-99.42054299811898,-118.92932594157364,-83.9901686036029,-95.72563098365009,-101.56654237249002,-103.34418300611027,-118.89066088278159,-89.14690083239662,-93.65024981367391,-95.1758413531237,-100.2371478652635,-116.96287054205308,-90.37776327478963,-92.68968950224473,-94.66394653857671,-102.9654284216064,-118.97864326999594,2,5,1.0,0.0,0.0,0.0,0.0,0.0
36,-75.50598607583956,-94.5644847974264,-97.59057769882136,-100.20693901589493,-119.71199142254805,-75.82144225116359,-95.18774867193576,-98.10873802260971,-102.31056672578018,-118.04803581072744,-81.2548740626079,-93.37005828006772,-95.37646126796452,-97.7420361844874,-118.0282891608554,-83.10935651035103,-94.4663696971034,-96.96837411008083,-100.70427525120154,-120.2430959609442,-79.17657126050828,-94.66693646017518,-96.86678375447414,-99.67954679239584,-116.01820170119711,-83.81040048123609,-97.87713599063954,-99.25380218295452,-101.92884453351257,-120.43624995395176,-86.92761522774407,-91.9287865773347,-94.24180289287631,-97.26658250688254,-116.20173634724009,-87.93510885195631,-92.2510516831901,-93.84398105624425,-101.61134983991488,-118.83110319331158,2,5,1.0,0.0,0.0,0.0,0.0,0.0
37,-77.3766316908498,-93.34580677067189,-97.16839055223993,-101.25856444425445,-119.1355467287724,-77.69719537065606,-93.78135850625056,-98.55556180909277,-101.62351389824371,-118.80215724882592,-84.43610708899526,-92.77735854735403,-95.87061272023674,-98.99723582021446,-119.03171943711472,-85.11736747338544,-94.2956150739399,-98.05824072686845,-100.14000467737287,-120.91386260997612,-82.1867162924967,-94.19761599346208,-96.82487119542398,-100.35100940041045,-116.6726054115627,-85.07701446879409,-96.68165136349813,-100.22202847702945,-101.04595339169555,-119.77582044199879,-89.53198283420292,-92.90831192536878,-96.3137627138758,-99.934780926851,-117.4346564111326,-90.19596996183189,-92.8861585090713,-95.82470973401277,-101.57277740105226,-118.95682431267831,2,5,1.0,0.0,0.0,0.0,0.0,0.0
38,-89.1818149730591,-91.62501673066417,-92.63684409943295,-102.2038004259805,-117.8154931612188,-90.28736341770875,-92.09983308699434,-93.37170962562243,-103.20673973821124,-117.66059413402363,-88.94440767827581,-90.67087018568002,-91.45800632690039,-98.77514388692182,-118.30270612689581,-90.03295896954177,-91.59381424269333,-92.2881287141063,-99.84429388163669,-120.07629095742178,-90.21616689381914,-92.40498509112672,-93.0706244303401,-98.8948775819483,-116.01324426160353,-91.52296018937015,-93.9833614665701,-94.85303741632292,-100.44946117123985,-119.50033338726128,-88.8408004485777,-90.39654002435924,-92.76869050157914,-98.04537979108629,-116.79941496730098,-89.40825292583915,-90.65370987426968,-90.63734956095104,-103.05441088056973,-119.62918194257895,2,5,1.0,0.0,0.0,0.0,0.0,0.0
39,-81.4473407251969,-93.22997114055153,-97.66285844704198,-100.51189567679926,-117.33972876584403,-80.71808550686002,-93.65971219970768,-98.604846755502,-101.89670779537487,-117.81876814804139,-87.85766964259713,-93.46459356260354,-95.25789353351414,-100.32065840322667,-117.17522465941147,-87.93630918193678,-95.63291843869764,-98.02269996874895,-101.40940256681779,-118.08214371832497,-87.69764150770256,-94.99257638588557,-97.02211117156351,-100.32227498058718,-115.0568065248823,-87.55244169365417,-97.84470330512039,-101.31836913218017,-101.85849687895826,-118.17795786414834,-90.68629109524933,-91.0518036584941,-94.43780632919666,-100.01710811273347,-116.76960393595525,-91.62090005216132,-91.48930284642913,-94.5811897240495,-102.37107206602471,-117.98415958053081,2,5,1.0,0.0,0.0,0.0,0.0,0.0
40,-92.66588729838475,-94.24596375057911,-97.81806485186877,-99.51162146360538,-110.15317043391099,-92.61235428925465,-94.85372288725011,-99.55712231314193,-101.28620975313055,-112.76369092578442,-91.24106147198677,-93.0426250150596,-95.35521001478855,-96.17135042884047,-103.48319337613108,-91.77734945582324,-93.335533248573,-97.74477723081587,-97.6632849455517,-104.55508559333569,-92.51098998939183,-93.81024847980396,-95.37074571796185,-95.55061589127787,-100.34051202291462,-93.21718392776023,-96.03484796295476,-100.27103869558667,-98.09595114336375,-101.25945789971462,-90.91958962811313,-92.42514293720666,-94.67479582486516,-99.85758171357017,-112.49889430865247,-91.56624765230904,-93.4443382175213,-94.74511468270711,-101.76483593869432,-111.45678469279943,2,1,1.0,0.0,0.0,0.0,0.0,0.0
41,-83.34366677849815,-92.93377275078242,-97.32929018471194,-102.30700184569841,-110.60157577737273,-82.88507062584355,-93.41618107141886,-99.37253961239958,-103.5791723112705,-112.60773516551568,-88.80669516676443,-93.33289401006715,-96.42232642914749,-97.17368488138737,-102.8887036079881,-88.60150715516498,-94.23983015115493,-97.14375997181315,-98.09805485973753,-105.91586091899333,-88.63974657788164,-94.4138855961314,-94.7203662373549,-96.12489419469196,-101.79858593129956,-89.38085607217987,-97.0061414111608,-97.88741645482467,-98.06415687427553,-101.76743480318159,-90.33364958157556,-93.11355438680977,-94.42272515153876,-101.99101854461398,-113.44105326787945,-92.08611719139434,-94.25571556555055,-95.55050306190276,-102.45999970541132,-111.29204179670165,2,1,1.0,0.0,0.0,0.0,0.0,0.0
42,-93.49541131445372,-97.00299229151389,-100.05387844288182,-102.45712961157993,-113.2045890533881,-92.07653828261687,-97.46226634978812,-100.08454339816865,-104.36692861412916,-113.69053491690988,-90.07922299599214,-93.77533464027397,-96.85644561498697,-98.51547922547581,-106.79779662419811,-92.90220805994937,-95.29105079873558,-97.82801854864998,-100.5603658916928,-108.0671725010036,-92.77277720385965,-95.82818868648164,-98.4560970453144,-97.38332497425368,-108.4820056191162,-95.16979185371726,-98.12723367792991,-97.50250774562014,-97.38111001352306,-104.23104442500357,-91.23199791621639,-93.31295483412751,-94.67308941049104,-101.95081940791324,-113.0141597676804,-91.8131376161064,-94.0248112013143,-94.96860208108359,-102.69987880779158,-113.52210112745053,2,1,1.0,0.0,0.0,0.0,0.0,0.0
43,-77.4635550194114,-91.53045659488873,-94.88776399197263,-99.7375987610001,-115.88573914026783,-77.90468367974566,-92.0434127789887,-95.93039622922406,-102.00444764123526,-114.8078108835528,-84.29766147293614,-92.04707800735147,-93.09460281660769,-97.50605219317947,-110.59243291552113,-85.35739096667047,-92.42047595614775,-93.63028512424542,-98.51911929565472,-107.56538741906172,-81.93107929482885,-93.28205763006443,-94.97127389916172,-95.41869848120876,-107.02319832230074,-85.16792682464937,-95.27061647179212,-96.26923133964024,-97.36416767954034,-102.39907935503788,-88.51700921254704,-91.65481157419856,-93.73414918826177,-99.43139074632825,-112.41776233833755,-89.56093281811862,-92.28777499414782,-92.83037878475115,-102.12122678936194,-112.51413606037107,2,1,1.0,0.0,0.0,0.0,0.0,0.0
44,-93.4437859445786,-93.12845077026526,-95.90745346917247,-100.59006101666932,-114.82839909127266,-93.22541121706112,-93.71158584893931,-96.1939968302878,-102.10811390695935,-115.2273561136805,-91.22032159432499,-91.3792712916314,-92.79850087554685,-97.35595020530793,-111.70288947575105,-91.8314767550124,-92.7814539605822,-94.12224147690979,-99.97500841072893,-111.13880793642436,-94.21659507680688,-93.31359797674526,-95.36339438054728,-99.52456454787631,-110.62803674416273,-95.02213989783698,-95.12255502504759,-97.55093097101837,-98.53256930476942,-105.5789540086789,-90.63985025157295,-91.51438394136224,-93.36940278878366,-100.60075089309086,-113.94545957857699,-91.44244436259866,-93.86147694475655,-94.7125405777053,-102.21813349334494,-115.32967836698232,2,1,1.0,0.0,0.0,0.0,0.0,0.0
45,-90.07552886209402,-95.83604624630398,-97.66985707049393,-101.97689758885727,-114.40566513385241,-90.90568821182536,-96.5558621875459,-98.41965500982526,-102.90259079029006,-116.2268595381964,-91.18820780276823,-93.49809376464768,-96.0367055598501,-98.52949586782387,-114.30083146821852,-92.6855019817825,-96.15117795111125,-97.93642417205808,-100.00838352667634,-114.12488798270992,-90.96265424735097,-94.26984672726883,-97.45529781488256,-100.85362407766864,-108.94545022951014,-93.97615174835009,-97.71330657121237,-99.19908028780313,-101.91884145869804,-110.92829739202541,-90.63648429858284,-91.73704296348785,-93.98967940913302,-101.39341953846684,-115.07077133593481,-91.10819423033419,-92.8027895105819,-94.39970585850352,-104.6288399238918,-117.02183642964533,2,1,1.0,0.0,0.0,0.0,0.0,0.0
46,-75.80430899981052,-91.50917595232343,-97.73802490579145,-101.5711842440834,-118.0901437831753,-76.09581965705915,-91.5986803706327,-99.03718195664987,-103.5473832689915,-118.1212366487029,-82.21504308570496,-91.53180481041926,-95.89337563475091,-99.7954989589863,-114.88630730324962,-84.09346860619273,-91.99271437152383,-97.87365024975374,-100.15256670340376,-113.7443408227023,-79.94379700007713,-92.99823796674977,-97.31166759038148,-101.61886541137649,-110.26253573881439,-84.73586952075563,-95.66648808880423,-100.26127882666691,-101.83205680128687,-109.76240751661851,-88.65160101007507,-91.75967634788931,-94.52539435262268,-102.15415029090562,-115.8374420435089,-89.33476698788812,-90.46211514403474,-95.11333742281737,-102.35836145903187,-117.85964890995375,2,1,1.0,0.0,0.0,0.0,0.0,0.0
47,-93.02803397848373,-94.98084081597466,-98.26198108289469,-101.5668413640069,-115.64118205918862,-91.86475262795923,-95.4677017430191,-99.33536929106062,-103.04851031250504,-116.1456911997832,-90.43805956470274,-93.04177469338698,-95.90580697554499,-99.49952002285755,-111.98011623586348,-90.76275122520579,-94.86733973384217,-97.5321204883886,-99.90561769847844,-112.78359726783347,-93.38666043174598,-94.72765454093431,-97.3769131027477,-100.77187423671856,-110.02756818634921,-92.5651790249517,-96.92645179660404,-99.52149619934538,-100.1589346734169,-109.90973483563212,-89.64919977886842,-91.60723815625116,-95.62671471227847,-101.39943113616754,-116.54982192703156,-89.96962644542972,-90.76383105950825,-94.30898485806837,-102.65361256042968,-117.26043201787478,2,1,1.0,0.0,0.0,0.0,0.0,0.0
48,-76.70480693370851,-89.9118794199319,-99.109041399104,-101.31490247336069,-115.4632604246789,-77.11606649921366,-90.30128400678947,-99.42221029578337,-102.34900100887134,-115.70790221389589,-83.0984516425433,-91.94577993033516,-96.16216064427583,-98.29028952803137,-115.93954265319981,-84.11270844877981,-92.72220154060618,-97.46546547566913,-100.89377951836404,-114.87899854954014,-81.14891732800929,-91.67321387286579,-98.23262270776826,-99.61420497280828,-108.49194621300228,-84.52445955174105,-95.48068815283195,-99.83527216931665,-99.82975290022671,-107.97267662170239,-88.55917024019769,-90.78111364197733,-94.84932818094384,-100.5310184411718,-117.54781812857112,-90.32872461218108,-91.55737508547156,-94.77858855396802,-102.30008407278947,-119.5014623342166,2,1,1.0,0.0,0.0,0.0,0.0,0.0
49,-76.23450735993428,-92.62989560050151,-97.18686072519033,-102.88053574905376,-116.94860241340533,-78.280991781856,-92.39135467132435,-98.43279910159882,-105.73731100292649,-117.420438854494,-80.91861456862858,-93.2678984362439,-94.79331062265977,-99.61326171267031,-114.39484659790193,-85.96697742326128,-94.0307782662795,-95.7863700527527,-100.37637070080848,-117.80473091386412,-76.72620481645929,-93.93230883690237,-96.10602146773996,-99.99665158093045,-110.7085829460105,-88.22690892374608,-95.72369213510069,-98.83193178855207,-100.61018767145526,-112.42133662656929,-85.73814970823958,-92.12029543887823,-93.94679122151315,-99.3930856203479,-116.13321150038959,-88.01955490824945,-92.57140814012382,-94.15900829027726,-101.58156682186186,-118.97572911720879,2,1,1.0,0.0,0.0,0.0,0.0,0.0
50,-61.53558327530135,-74.0392875701439,-86.17184041211458,-94.45905078258681,-109.39305331705336,-62.24725812716447,-74.87258777789755,-87.36209861413042,-91.35592698188468,-105.48443036556966,-71.16138709905914,-83.66842809788814,-92.00180639595281,-94.85477245467209,-107.27325357451454,-70.11700148371568,-82.95484355820489,-92.43340454820839,-93.5832522619306,-104.06863335582563,-70.70071155978647,-83.53230267397649,-91.63105301794567,-91.52825550492678,-100.66430470599455,-70.20502874433639,-83.60681014008239,-95.3288748456269,-96.09668320749412,-107.56017778622146,-80.60683829048868,-91.23070959579245,-93.6307095661914,-98.19605976082869,-111.91641714394663,-81.99623358109636,-92.03385716439875,-87.18168478609691,-98.3979755350188,-111.52941904369727,3,2,0.0,0.0,0.0,0.0,1.0,1.0
51,-67.45264704225106,-78.98418513921811,-93.43841651096974,-96.90221732440432,-111.66324932788717,-68.4135290061179,-80.00991362631753,-93.06864395075578,-92.98275610274872,-109.12858748976885,-77.10508515310086,-88.35601780271617,-96.75023285369628,-98.41638053263323,-107.4855357746385,-76.4328385119833,-87.39032395142192,-95.70613229370848,-97.18571669716383,-106.00256228556603,-76.43447959442224,-88.2371276225505,-94.89195993080835,-94.40485325443161,-102.05002689783655,-76.74595469190747,-88.808139760243,-100.13953396044934,-99.02556579348374,-109.89029188626647,-84.139092790611,-94.12109438418197,-96.54547322408541,-103.21528475144027,-110.986762602735,-84.68876647140691,-94.39148417511862,-94.75913224517798,-103.4023163005433,-112.03998008017916,3,2,0.0,0.0,0.0,0.0,1.0,1.0
52,-68.53542681965348,-79.7667170623062,-94.52129307212785,-98.64365790881315,-111.97150650341752,-69.55860972294352,-80.85641885616455,-95.5119714731169,-94.2992252611121,-108.4162496343754,-77.70689101263643,-87.98904631585478,-98.71718981950175,-99.23143792575205,-109.94367158811508,-77.18193650653348,-88.52895039047087,-97.01790572681159,-96.58722395009798,-108.24832284906486,-77.63656741394455,-88.29550431172692,-96.22381829918801,-95.17906395465405,-102.6283487732511,-77.78118184829592,-89.47914465855219,-100.87170372138996,-100.70663776783113,-112.42769203297311,-86.29428417086774,-92.91515361213384,-97.5850401584428,-103.19363364703413,-113.78022924117275,-86.65997207864766,-93.4124068204622,-97.93570348625963,-104.06196708570435,-114.70078103510969,3,2,0.0,0.0,0.0,0.0,1.0,1.0
53,-66.87373302439168,-79.2608733365903,-90.0993329884946,-96.93865809688967,-111.26088475202934,-67.92638892586686,-80.4774567045792,-91.54465088570772,-91.04146098557644,-110.616780132835,-76.58350839412088,-87.8437868420437,-95.25429384766755,-98.8247886311481,-109.5030214811271,-75.90582803817804,-87.99092318496432,-94.53786990626011,-94.94633986953993,-109.55718368523121,-75.9752888786122,-87.82943966680529,-93.30792445526032,-94.05812374156488,-100.8788709513498,-75.97638275359049,-89.01169422541204,-97.86559566489512,-99.60263622127283,-112.90673515025766,-84.21975166008812,-93.53643268628136,-95.57882213639259,-103.34048201097188,-115.09293797203384,-85.44194987232703,-94.44902078450484,-96.99740753782086,-103.47294696073396,-116.12039914965074,3,2,0.0,0.0,0.0,0.0,1.0,1.0
54,-67.23366921154897,-80.35738957492828,-92.41288551671865,-97.2055264778254,-109.92502476228368,-68.21293893390066,-81.21437626502355,-92.46594645678289,-94.16582047150939,-107.30425045280188,-76.60621617613823,-88.00897887078833,-97.04499666435724,-100.42598201302063,-107.73985135061473,-76.30108470588617,-88.29576549425423,-96.4132998391127,-98.51541532374954,-109.11117332581637,-75.19828772388249,-88.59552128110833,-95.63377043458581,-95.60120723490076,-103.8711333279463,-76.60690531308022,-89.12700635960076,-98.97511888845288,-100.33751629058077,-112.0156438751331,-84.33356549101777,-92.24128137427903,-95.05009916483641,-102.37514130895673,-114.05847626696223,-85.4739311246241,-93.90495812633681,-98.62445140444649,-103.28507726637149,-114.09365240709774,3,2,0.0,0.0,0.0,0.0,1.0,1.0
55,-66.71888529614895,-80.46651281590813,-90.90534495497204,-97.68200598516474,-112.97213354020512,-67.64460195948217,-82.10555285963514,-92.27910610835089,-94.55363501599442,-110.15761023577552,-76.41642936148563,-88.25251473091562,-96.14485475585383,-100.03507891243132,-112.35326081923206,-74.98735853698393,-89.1271901664925,-94.54325214070872,-97.68509479400718,-109.82085489096013,-76.14325801774122,-87.95409060694853,-93.5414352486152,-96.28319175939352,-102.46296128086567,-75.15427929909734,-90.97720149405512,-98.43976290683108,-102.9709356082728,-110.96964672095817,-85.2644100325064,-92.97600784591336,-94.53836553091023,-103.6073212219579,-115.69766132780643,-86.17688415095243,-93.421131561852,-94.65218645585091,-103.54657572106156,-115.90758330772941,3,2,0.0,0.0,0.0,0.0,1.0,1.0
